cusip,ric,Company Common Name,trbc_economic_sector,trbc_business_sector,trbc_industry_group,trbc_industry
00809J101,GMFI.OQ^G24,Aetherium Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
00809L106,,,,,,
00809L114,,,,,,
00809M104,PAIYY.PK,Aesthetic Medical International Holdings Group Ltd,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
00810B105,,,,,,
00810F106,ASLE.OQ,AerSale Corp,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense
00810F114,ASLEW.OQ^L21,AerSale Corp,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense
00810J108,,,,,,
00817Y108,AET.N^K18,Aetna Inc,Financials,Insurance,Insurance,Life & Health Insurance
008183113,LIDRW.OQ,AEye Inc,Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts
008190100,ACS.N^B10,Affiliated Computer Services Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
008252108,AMG.N,Affiliated Managers Group Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
00826A109,AFFY.PK,Affymax Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
00826T108,AFFX.OQ^D16,Affymetrix Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
008273104,,,,,,
00827B106,AFRM.OQ,Affirm Holdings Inc,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech)
008318107,,,,,,
00835Q103,,,,,,
00835Q111,AEVAW.OQ^C26,Aeva Technologies Inc,Technology,Technology Equipment,Communications & Networking,Communications & Networking
00835Q202,AEVA.OQ,Aeva Technologies Inc,Technology,Technology Equipment,Communications & Networking,Communications & Networking
008368102,AGAM.OQ^K10,AGA Medical Holdings Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
00845V308,AGR.N^D07,Agere Systems Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
00845VAA8,,LSI Corp,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
00846U101,A.N,Agilent Technologies Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
00846X105,AGIL.OQ^G07,Agile Software Corp,Technology,Software & IT Services,Software & IT Services,Software
008474108,AEM.TO,Agnico Eagle Mines Ltd,Basic Materials,Mineral Resources,Metals & Mining,Gold
00847G705,,,,,,
00847G804,AGEN.OQ,Agenus Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
00847J105,AGYS.OQ,Agilysys Inc,Technology,Software & IT Services,Software & IT Services,Software
00847L100,,,,,,
00847X104,AGIO.OQ,Agios Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
00848J104,AGTI.N^E24,Apex Intermediate Holdco Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
008492100,ADC.N,Agree Realty Corp,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
00850M102,ACGBY.PK,Agricultural Bank of China Ltd,Financials,Banking & Investment Services,Banking Services,Banks
00851L103,API.OQ,Agora Inc,Technology,Software & IT Services,Software & IT Services,Software
00856G109,AGFS.OQ^D23,AgroFresh Solutions Inc,Basic Materials,Chemicals,Chemicals,Agricultural Chemicals
00857F118,AGLWQ.PK,AgileThought Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
00857U107,AGL.N,agilon health inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
008916108,AGU.TO^A18,Agrium Inc (Pre-Merger 1),Basic Materials,Chemicals,Chemicals,Agricultural Chemicals
008940108,AISP.OQ,Airship AI Holdings Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
00900T107,AIMT.OQ^J20,Aimmune Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
009066101,ABNB.OQ,Airbnb Inc,Technology,Software & IT Services,Software & IT Services,Online Services
009128307,AIRM.OQ^D17,Air Methods LLC,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
00912X302,AL.N^D26,Sumisho Air Lease Corp,Financials,Banking & Investment Services,Banking Services,Corporate Financial Services
009158106,APD.N,Air Products and Chemicals Inc,Basic Materials,Chemicals,Chemicals,Commodity Chemicals
00922R105,ATSG.OQ^D25,Air Transport Services Group Inc,Industrials,Transportation,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics"
009363102,ARG.N^E16,Airgas Inc,Basic Materials,Chemicals,Chemicals,Commodity Chemicals
00938A104,AIRG.OQ,Airgain Inc,Technology,Technology Equipment,Communications & Networking,Communications & Networking
009411109,,,,,,
00941Q104,,,,,,
009422106,AIRO.OQ,AIRO Group Holdings Inc,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense
009496100,AIRS.OQ,AirSculpt Technologies Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
00949P108,AAI.N^E11,AirTran Holdings Inc,Industrials,Transportation,Passenger Transportation Services,Airlines
00950V101,AIRV.OQ^D10,Ericsson Evdo Inc,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
00951K104,MIMOQ.PK^J24,Airspan Networks Holdings LLC,Technology,Technology Equipment,Communications & Networking,Communications & Networking
00951K112,MIMWQ.PK^J24,Airspan Networks Holdings LLC,Technology,Technology Equipment,Communications & Networking,Communications & Networking
00971T101,AKAM.OQ,Akamai Technologies Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
009728106,AKRXQ.PK^J20,Akorn Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
00972D105,AKBA.OQ,Akebia Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
00972L107,AKCA.OQ^J20,Akcea Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
00973J101,AKUS.OQ^L22,Akouos Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
00973N102,AKTSQ.PK^A26,ATech (Parent) Resolution Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
00973W102,,,,,,
00973Y108,AKRO.OQ^L25,Akero Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
00974H104,AKYA.OQ^G25,Akoya Biosciences Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
009CVR036,,,,,,
010199503,AKZOY.PK,Akzo Nobel NV,Basic Materials,Chemicals,Chemicals,Commodity Chemicals
011311107,ALG.N,Alamo Group Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles
011527108,AGI.TO^G15,Alamos Gold Inc (Pre-Reincorporation),Basic Materials,Mineral Resources,Metals & Mining,Gold
011532108,AGI.TO,Alamos Gold Inc,Basic Materials,Mineral Resources,Metals & Mining,Gold
011642105,ALRM.OQ,Alarm.com Holdings Inc,Technology,Software & IT Services,Software & IT Services,Software
011659109,ALK.N,Alaska Air Group Inc,Industrials,Transportation,Passenger Transportation Services,Airlines
01167P101,ALSK.OQ^G21,Alaska Communications Systems Group Inc,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
012348108,AIN.N,Albany International Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
012423109,AMRI.OQ^I17,Curia Global Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
012653101,ALB.N,Albemarle Corp,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
013078100,ACV.N^E11,Alberto-Culver Co,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Products
013091103,ACI.N,Albertsons Companies Inc,Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution
01345P106,ALBO.OQ^C23,Albireo Pharma Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
013716105,AL.TO^K07,Alcan Inc,Basic Materials,Mineral Resources,Metals & Mining,Aluminum
01374T102,ABDC.OQ^B20,Alcentra Capital Corp,Financials,Collective Investments,Collective Investments,Closed End Funds
013817101,0R0Y.L^K19,Howmet Aerospace Inc,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense
013872106,AA.N,Alcoa Corp,Basic Materials,Mineral Resources,Metals & Mining,Aluminum
013904305,ALU.N^B16,Alcatel Lucent SA,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering
014339105,ALDR.OQ^J19,Lundbeck Seattle Biopharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
01438T106,ALDX.OQ,Aldeyra Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
014442107,ALEC.OQ,Alector Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
01446U103,ALRS.OQ,Alerus Financial Corp,Financials,Banking & Investment Services,Banking Services,Banks
014481105,,,,,,
014482103,,,,,,
014491104,ALEX.N^C26,Alexander & Baldwin Inc (Hawaii),Real Estate,Real Estate,Residential & Commercial REITs,Diversified REITs
01449J105,ALR.N^J17,Alere Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
014752109,ALX.N,Alexander's Inc,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
015271109,ARE.N,Alexandria Real Estate Equities Inc,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
015351109,ALXN.OQ^G21,Alexion Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
015658107,ASTL.OQ,Algoma Steel Group Inc,Basic Materials,Mineral Resources,Metals & Mining,Iron & Steel
015658115,ASTLW.OQ,Algoma Steel Group Inc,Basic Materials,Mineral Resources,Metals & Mining,Iron & Steel
015857105,AQN.TO,Algonquin Power & Utilities Corp,Utilities,Utilities,Multiline Utilities,Multiline Utilities
015857873,AQNU.N^F24,Algonquin Power & Utilities Corp,Utilities,Utilities,Multiline Utilities,Multiline Utilities
01609W102,BABA.N,Alibaba Group Holding Ltd,Technology,Software & IT Services,Software & IT Services,Online Services
016230104,ALCO.OQ,Alico Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming
016255101,ALGN.OQ,Align Technology Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
016259202,ALIM.OQ^I24,Alimera Sciences Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
01625V104,ALHC.OQ,Alignment Healthcare Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Managed Healthcare
01626L105,,Aligos Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
01626L204,ALGS.OQ,Aligos Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
01626W101,ALIT.N,Alight Inc,Technology,Software & IT Services,Software & IT Services,Software
01626W119,ALIT_t.N^L21,Alight Inc,Technology,Software & IT Services,Software & IT Services,Software
01642T108,,,,,,
01643A207,,,,,,
01644J108,ALKT.OQ,Alkami Technology Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
01671P100,ALLK.OQ^E25,Allakos LLC,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
01675A109,BIRD.OQ,Allbirds Inc,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear
017175100,Y^J22,Alleghany Corp,Financials,Insurance,Insurance,Reinsurance
017361106,AYE.N^B11,Allegheny Energy Inc,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities
01741R102,ATI.N,ATI Inc,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense
01748H107,ABTX.OQ^J22,Allegiance Bancshares Inc,Financials,Banking & Investment Services,Banking Services,Banks
01748X102,ALGT.OQ,Allegiant Travel Co,Industrials,Transportation,Passenger Transportation Services,Airlines
01749D105,ALGM.OQ,Allegro Microsystems Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
01749N103,ALGR.OQ^D20,Allegro Merger Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
018490102,AGN.N^C15,Allergan Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
018522300,ALE.N^L25,ALLETE Inc,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities
018581108,BFH.N,Bread Financial Holdings Inc,Financials,Banking & Investment Services,Banking Services,Consumer Lending
01861F102,AENT.OQ,Alliance Entertainment Holding Corp,Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts
01861G100,AHGP.OQ^F18,Alliance Holdings GP LP,Energy,Energy - Fossil Fuels,Coal,Coal
018680306,AFOP.OQ^F16,Alliance Fiber Optic Products Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
018772103,,,,,,
018772301,,,,,,
01877R108,ARLP.OQ,Alliance Resource Partners LP,Energy,Energy - Fossil Fuels,Coal,Coal
018802108,LNT.OQ,Alliant Energy Corp,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities
018804104,,,,,,
01881G106,AB.N,AllianceBernstein Holding LP,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
01903Q108,ALD.N^D10,Allied Capital Corp,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
019330109,ALNT.OQ,Allient Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment
019344100,ANVGQ.PK^J15,Hycroft Mining Corp,Basic Materials,Mineral Resources,Metals & Mining,Gold
019589308,AW.N^L08,Allied Waste Industries LLC,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Environmental Services & Equipment
01973R101,ALSN.N,Allison Transmission Holdings Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles
019770106,ALLO.OQ,Allogene Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
019777101,ALTH.OQ^I12,Allos Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
019818103,KLRS.OQ,Kalaris Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
019818202,KLRS.OQ,Kalaris Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
01988P108,MDRX.PK,Veradigm Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
020002101,ALL.N,Allstate Corp,Financials,Insurance,Insurance,Property & Casualty Insurance
020039103,AT.N^K07,Alltel Corp,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
02005N100,ALLY.N,Ally Financial Inc,Financials,Banking & Investment Services,Banking Services,Consumer Lending
020279105,ALAXL.PK^G23,Almacenes Exito SA,Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution
02028M105,EXTOY.PK^A25,Almacenes Exito SA,Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution
020398707,AII.TO,Almonty Industries Inc,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals
020409108,AFAM.OQ^D18,Almost Family Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
02043Q107,ALNY.OQ,Alnylam Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
020520102,ALJ^G17,Alon USA Energy Inc,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing
02072L607,FRDM.Z,Freedom 100 Emerging Markets ETF,,,,
02073F104,,,,,,
02074J501,ACOG.OQ,Alpha Cognition Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
020751103,,,,,,
